430,29,20
438,32,20
434,30,20
430,26,20
426,24,20
434,27,20
430,25,20
426,21,20
422,19,20
430,22,20
426,24,20
422,16,20
418,18,20
426,27,20
422,25,20
418,21,20
414,19,20
422,28,20
418,30,20
414,22,20
410,24,20
418,33,20
414,35,20
410,27,20
406,29,20
414,38,20
410,40,20
406,32,20
402,34,20
410,43,20
406,45,20
402,37,20
398,39,20
406,48,20
402,50,20
398,42,20
394,44,20
402,53,20
398,55,20
394,47,20
390,49,20
398,58,20
394,60,20
390,52,20
386,54,20
394,63,20
390,65,20
386,57,20
382,59,20
390,68,20
386,70,20
382,62,20
378,64,20
386,73,20
382,75,20
378,67,20
374,69,20
382,78,20
378,80,20
374,72,20
370,74,20
378,83,20
374,85,20
370,77,20
366,79,20
374,88,20
370,90,20
366,82,20
362,84,20
370,93,20
366,95,20
362,87,20
358,89,20
366,99,20
362,101,20
358,93,20
354,96,20
362,105,20
358,109,20
354,100,20
350,104,20
358,113,20
354,117,20
350,109,20
346,113,20
354,123,20
350,127,20
346,119,20
342,124,20
350,133,20
346,139,20
342,130,20
338,136,20
346,145,20
342,151,20
338,143,20
334,149,20
342,159,20
338,165,20
334,157,20
330,164,20
338,173,20
334,181,20
330,172,20
326,180,20
334,189,20
330,197,20
326,189,20
322,197,20
330,207,20
326,215,20
322,207,20
318,216,20
326,225,20
322,235,20
318,226,20
314,236,20
322,245,20
318,255,20
314,247,20
310,257,20
318,267,20
314,277,20
310,269,20
306,280,20
314,289,20
310,301,20
306,292,20
302,304,20
310,313,20
306,325,20
302,317,20
298,329,20
306,339,20
302,351,20
298,343,20
294,356,20
302,365,20
298,379,20
294,370,20
290,384,20
298,393,20
294,407,20
290,399,20
286,413,20
294,423,20
271,441,20
290,438,20
397,360,20
396,344,20
399,352,20
395,344,20
397,355,20
394,340,20
399,352,20
397,364,20
397,355,20
396,364,20
395,360,20
399,356,20
397,355,20
398,352,20
391,336,20
396,351,20
395,360,20
393,347,20
397,352,20
393,351,20
392,351,20
390,332,20
397,352,20
392,356,20
392,351,20
392,360,20
389,332,20
394,348,20
391,356,20
393,348,20
392,351,20
392,344,20
389,332,20
391,347,20
391,356,20
388,343,20
392,348,20
387,343,20
387,347,20
388,328,20
388,332,20
388,352,20
392,348,20
388,356,20
387,347,20
387,356,20
386,352,20
392,352,20
387,347,20
391,348,20
388,332,20
386,343,20
386,352,20
383,339,20
390,348,20
383,343,20
382,343,20
387,328,20
390,348,20
383,348,20
382,343,20
383,352,20
386,328,20
387,344,20
382,348,20
386,344,20
382,343,20
385,340,20
386,328,20
381,339,20
382,348,20
378,335,20
385,344,20
377,335,20
385,344,20
385,324,20
377,339,20
384,324,20
384,328,20
379,344,20
385,344,20
379,348,20
377,339,20
378,344,20
377,344,20
385,348,20
377,339,20
384,348,20
384,328,20
376,339,20
377,344,20
373,335,20
383,344,20
373,339,20
377,344,20
383,328,20
372,335,20
380,324,20
383,344,20
376,344,20
372,335,20
376,348,20
373,344,20
382,344,20
372,335,20
379,340,20
379,320,20
369,331,20
373,344,20
368,327,20
367,327,20
376,316,20
379,344,20
372,340,20
367,327,20
372,344,20
369,340,20
378,340,20
367,327,20
375,336,20
375,316,20
364,323,20
369,340,20
363,323,20
362,319,20
372,312,20
375,340,20
368,340,20
368,344,20
374,340,20
371,308,20
359,315,20
358,311,20
368,304,20
374,344,20
367,344,20
367,348,20
373,344,20
367,300,20
355,307,20
354,304,20
364,296,20
373,348,20
366,348,20
366,352,20
372,348,20
363,293,20
351,300,20
350,297,20
360,289,20
372,352,20
365,352,20
365,356,20
371,352,20
359,286,20
347,294,20
346,291,20
356,283,20
371,356,20
364,356,20
364,360,20
370,356,20
355,280,20
343,288,20
342,286,20
352,277,20
370,360,20
363,360,20
363,364,20
369,360,20
351,275,20
339,283,20
338,281,20
348,272,20
369,364,20
362,364,20
362,368,20
368,364,20
347,270,20
335,279,20
334,277,20
344,268,20
368,368,20
361,368,20
361,372,20
367,368,20
343,266,20
331,275,20
330,274,20
340,264,20
367,372,20
360,372,20
360,376,20
366,372,20
339,263,20
327,272,20
366,376,20
359,376,20
359,380,20
365,376,20
365,380,20
358,380,20
358,384,20
364,380,20
364,384,20
357,384,20
357,388,20
363,384,20
363,388,20
356,388,20
356,392,20
362,388,20
362,392,20
355,392,20
355,396,20
361,392,20
361,396,20
354,396,20
354,400,20
360,396,20
360,400,20
353,400,20
353,404,20
359,400,20
359,404,20
352,404,20
352,408,20
358,404,20
358,408,20
351,408,20
351,412,20
357,408,20
357,412,20
350,412,20
356,416,20
346,429,20
356,416,20
350,420,20
350,426,20
356,425,20
350,430,20
356,429,20
346,434,20
350,435,20
333,441,20
349,435,20
353,423,20
349,436,20
346,434,20
327,437,20
327,438,20
342,430,20
345,432,20
350,440,20
327,438,20
346,436,20
342,432,20
346,437,20
345,432,20
353,425,20
342,432,20
353,426,20
327,438,20
345,434,20
342,432,20
341,430,20
346,439,20
341,431,20
341,432,20
327,440,20
323,438,20
342,435,20
346,439,20
338,432,20
353,427,20
338,433,20
338,434,20
342,440,20
353,427,20
342,441,20
341,432,20
353,426,20
338,434,20
349,424,20
342,442,20
349,427,20
342,442,20
337,429,20
349,426,20
337,432,20
349,426,20
334,433,20
337,431,20
349,427,20
345,424,20
333,432,20
333,429,20
319,437,20
333,429,20
334,433,20
319,434,20
334,435,20
338,445,20
334,436,20
345,424,20
330,436,20
333,429,20
338,446,20
330,437,20
338,443,20
333,429,20
341,424,20
330,437,20
341,423,20
338,445,20
341,426,20
319,434,20
329,429,20
330,437,20
329,432,20
338,445,20
329,431,20
341,424,20
329,434,20
329,432,20
315,434,20
330,437,20
315,433,20
329,432,20
330,436,20
315,437,20
326,436,20
326,440,20
338,444,20
341,424,20
338,443,20
315,437,20
329,433,20
326,440,20
325,433,20
338,446,20
325,434,20
325,428,20
311,436,20
338,447,20
322,440,20
322,439,20
338,448,20
325,428,20
341,423,20
322,439,20
325,429,20
341,424,20
325,428,20
325,429,20
311,438,20
322,439,20
311,439,20
262,439,20
259,440,20
286,432,20
269,439,20
269,440,20
262,440,20
269,440,20
286,433,20
286,434,20
269,440,20
297,422,20
286,435,20
397,422,20
411,413,20
297,423,20
286,438,20
338,441,20
325,438,20
338,441,20
325,439,20
338,441,20
325,440,20
